title,watch_time,is_ad,raw_text,hour,day,date,time_category,category
M.Sc. Data Science Admission in India | Placements | Scholarships - Chandigarh University,2026-05-19 09:46:52,True,"YouTube Watched M.Sc. Data Science Admission in India | Placements | Scholarships - Chandigarh University Watched at 09:46 19 May 2026, 09:46:52 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Education
M.Sc. Data Science Admission in India | Placements | Scholarships - Chandigarh University,2026-05-19 09:46:52,False,"Watched M.Sc. Data Science Admission in India | Placements | Scholarships - Chandigarh University Watched at 09:46 19 May 2026, 09:46:52 IST",9,Tuesday,2026-05-19,Morning,Education
Nykaa,2026-05-19 09:46:36,True,"YouTube Watched Nykaa Watched at 09:46 19 May 2026, 09:46:36 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
Nykaa,2026-05-19 09:46:36,False,"Watched Nykaa Watched at 09:46 19 May 2026, 09:46:36 IST",9,Tuesday,2026-05-19,Morning,Others
"Soja Zara | Baahubali 2 The Conclusion | Anushka Shetty & Prabhas | Madhushree | M.M.Kreem, Manoj M",2026-05-19 09:42:11,False,"YouTube Watched Soja Zara | Baahubali 2 The Conclusion | Anushka Shetty & Prabhas | Madhushree | M.M.Kreem, Manoj M Zee Music Company 19 May 2026, 09:42:11 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
"Soja Zara | Baahubali 2 The Conclusion | Anushka Shetty & Prabhas | Madhushree | M.M.Kreem, Manoj M",2026-05-19 09:42:11,False,"Watched Soja Zara | Baahubali 2 The Conclusion | Anushka Shetty & Prabhas | Madhushree | M.M.Kreem, Manoj M Zee Music Company 19 May 2026, 09:42:11 IST",9,Tuesday,2026-05-19,Morning,Others
OAI Task2 IND EN Food 16x9 18s,2026-05-19 09:41:37,True,"YouTube Watched OAI Task2 IND EN Food 16x9 18s Watched at 09:41 19 May 2026, 09:41:37 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Education
OAI Task2 IND EN Food 16x9 18s,2026-05-19 09:41:37,False,"Watched OAI Task2 IND EN Food 16x9 18s Watched at 09:41 19 May 2026, 09:41:37 IST",9,Tuesday,2026-05-19,Morning,Education
RADHA RANI LAGE || SIMPAL KHAREL NEW SONG | RADHA KRISHNA BHAJAN 2023 | BHAKTI SONG,2026-05-19 09:36:58,False,"YouTube Watched RADHA RANI LAGE || SIMPAL KHAREL NEW SONG | RADHA KRISHNA BHAJAN 2023 | BHAKTI SONG Simpal Kharel 19 May 2026, 09:36:58 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Music
RADHA RANI LAGE || SIMPAL KHAREL NEW SONG | RADHA KRISHNA BHAJAN 2023 | BHAKTI SONG,2026-05-19 09:36:58,False,"Watched RADHA RANI LAGE || SIMPAL KHAREL NEW SONG | RADHA KRISHNA BHAJAN 2023 | BHAKTI SONG Simpal Kharel 19 May 2026, 09:36:58 IST",9,Tuesday,2026-05-19,Morning,Music
Namami Shamishan #namamishamishan,2026-05-19 09:36:52,False,"YouTube Watched Namami Shamishan #namamishamishan Yt Mixer Assam 19 May 2026, 09:36:52 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
Namami Shamishan #namamishamishan,2026-05-19 09:36:52,False,"Watched Namami Shamishan #namamishamishan Yt Mixer Assam 19 May 2026, 09:36:52 IST",9,Tuesday,2026-05-19,Morning,Others
Ek Radha Ek Meera with lyrics | एक राधा एक मीरा के बोल | Lata Mangeshkar | Ram Teri Ganga Maili,2026-05-19 09:36:46,False,"YouTube Watched Ek Radha Ek Meera with lyrics | एक राधा एक मीरा के बोल | Lata Mangeshkar | Ram Teri Ganga Maili Saregama Music 19 May 2026, 09:36:46 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Education
Ek Radha Ek Meera with lyrics | एक राधा एक मीरा के बोल | Lata Mangeshkar | Ram Teri Ganga Maili,2026-05-19 09:36:46,False,"Watched Ek Radha Ek Meera with lyrics | एक राधा एक मीरा के बोल | Lata Mangeshkar | Ram Teri Ganga Maili Saregama Music 19 May 2026, 09:36:46 IST",9,Tuesday,2026-05-19,Morning,Education
अच्युतम केशवम - Lyrical | Achyutam Keshavam Krishna Damodaram | Krishna Bhajan by Alka Yagnik,2026-05-19 09:36:43,False,"YouTube Watched अच्युतम केशवम - Lyrical | Achyutam Keshavam Krishna Damodaram | Krishna Bhajan by Alka Yagnik Zee Music Devotional 19 May 2026, 09:36:43 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
अच्युतम केशवम - Lyrical | Achyutam Keshavam Krishna Damodaram | Krishna Bhajan by Alka Yagnik,2026-05-19 09:36:43,False,"Watched अच्युतम केशवम - Lyrical | Achyutam Keshavam Krishna Damodaram | Krishna Bhajan by Alka Yagnik Zee Music Devotional 19 May 2026, 09:36:43 IST",9,Tuesday,2026-05-19,Morning,Others
Asli Sona in Asli Chikankari ✨ #houseofchikankari,2026-05-19 09:36:02,True,"YouTube Watched Asli Sona in Asli Chikankari ✨ #houseofchikankari Watched at 09:36 19 May 2026, 09:36:02 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
Asli Sona in Asli Chikankari ✨ #houseofchikankari,2026-05-19 09:36:02,False,"Watched Asli Sona in Asli Chikankari ✨ #houseofchikankari Watched at 09:36 19 May 2026, 09:36:02 IST",9,Tuesday,2026-05-19,Morning,Others
009 2563 MoreCamerasMoreFun GLOBAL Acq EN UAC 1080x1620 18s Web IG M2 398,2026-05-19 09:35:38,True,"YouTube Watched 009 2563 MoreCamerasMoreFun GLOBAL Acq EN UAC 1080x1620 18s Web IG M2 398 Watched at 09:35 19 May 2026, 09:35:38 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
009 2563 MoreCamerasMoreFun GLOBAL Acq EN UAC 1080x1620 18s Web IG M2 398,2026-05-19 09:35:38,False,"Watched 009 2563 MoreCamerasMoreFun GLOBAL Acq EN UAC 1080x1620 18s Web IG M2 398 Watched at 09:35 19 May 2026, 09:35:38 IST",9,Tuesday,2026-05-19,Morning,Others
ACHYUTAM KESHAVAM KRISHNA DAMODARAM | VERY BEAUTIFUL SONG - POPULAR KRISHNA BHAJAN ( FULL SONG ),2026-05-19 09:28:37,False,"YouTube Watched ACHYUTAM KESHAVAM KRISHNA DAMODARAM | VERY BEAUTIFUL SONG - POPULAR KRISHNA BHAJAN ( FULL SONG ) Krishna Ram 16k 19 May 2026, 09:28:37 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Music
ACHYUTAM KESHAVAM KRISHNA DAMODARAM | VERY BEAUTIFUL SONG - POPULAR KRISHNA BHAJAN ( FULL SONG ),2026-05-19 09:28:37,False,"Watched ACHYUTAM KESHAVAM KRISHNA DAMODARAM | VERY BEAUTIFUL SONG - POPULAR KRISHNA BHAJAN ( FULL SONG ) Krishna Ram 16k 19 May 2026, 09:28:37 IST",9,Tuesday,2026-05-19,Morning,Music
Myntra - It's You 2.0,2026-05-19 09:28:24,True,"YouTube Watched Myntra - It's You 2.0 Watched at 09:28 19 May 2026, 09:28:24 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
Myntra - It's You 2.0,2026-05-19 09:28:24,False,"Watched Myntra - It's You 2.0 Watched at 09:28 19 May 2026, 09:28:24 IST",9,Tuesday,2026-05-19,Morning,Others
Shortened: Commerce Wallah Uday Pro & Infinity Pro 2027 Batches,2026-05-19 09:28:18,True,"YouTube Watched Shortened: Commerce Wallah Uday Pro & Infinity Pro 2027 Batches Watched at 09:28 19 May 2026, 09:28:18 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
Shortened: Commerce Wallah Uday Pro & Infinity Pro 2027 Batches,2026-05-19 09:28:18,False,"Watched Shortened: Commerce Wallah Uday Pro & Infinity Pro 2027 Batches Watched at 09:28 19 May 2026, 09:28:18 IST",9,Tuesday,2026-05-19,Morning,Others
Nykaa,2026-05-19 09:19:59,True,"YouTube Watched Nykaa Watched at 09:19 19 May 2026, 09:19:59 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
Nykaa,2026-05-19 09:19:59,False,"Watched Nykaa Watched at 09:19 19 May 2026, 09:19:59 IST",9,Tuesday,2026-05-19,Morning,Others
हे राम तू ही बिगाड़े तू ही सवारे ||Hey Ram Thu Sabka Swami ||#jayshreeram #browsefeatures #viral,2026-05-19 09:14:55,False,"YouTube Watched हे राम तू ही बिगाड़े तू ही सवारे ||Hey Ram Thu Sabka Swami ||#jayshreeram #browsefeatures #viral All Around The World 19 May 2026, 09:14:55 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
हे राम तू ही बिगाड़े तू ही सवारे ||Hey Ram Thu Sabka Swami ||#jayshreeram #browsefeatures #viral,2026-05-19 09:14:55,False,"Watched हे राम तू ही बिगाड़े तू ही सवारे ||Hey Ram Thu Sabka Swami ||#jayshreeram #browsefeatures #viral All Around The World 19 May 2026, 09:14:55 IST",9,Tuesday,2026-05-19,Morning,Others
RAM KO DEKH KAR SHRI JANAK NANDINI (RAM BHAJAN) SALONI THAKKAR | Poonam Thakkar,2026-05-19 09:14:50,False,"YouTube Watched RAM KO DEKH KAR SHRI JANAK NANDINI (RAM BHAJAN) SALONI THAKKAR | Poonam Thakkar Saloni Thakkar 19 May 2026, 09:14:50 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Beauty
RAM KO DEKH KAR SHRI JANAK NANDINI (RAM BHAJAN) SALONI THAKKAR | Poonam Thakkar,2026-05-19 09:14:50,False,"Watched RAM KO DEKH KAR SHRI JANAK NANDINI (RAM BHAJAN) SALONI THAKKAR | Poonam Thakkar Saloni Thakkar 19 May 2026, 09:14:50 IST",9,Tuesday,2026-05-19,Morning,Beauty
nonvomusicshortAIupskillersmomentbased13Seconds 1,2026-05-19 09:14:32,True,"YouTube Watched nonvomusicshortAIupskillersmomentbased13Seconds 1 Watched at 09:14 19 May 2026, 09:14:32 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Education
nonvomusicshortAIupskillersmomentbased13Seconds 1,2026-05-19 09:14:32,False,"Watched nonvomusicshortAIupskillersmomentbased13Seconds 1 Watched at 09:14 19 May 2026, 09:14:32 IST",9,Tuesday,2026-05-19,Morning,Education
Why Chikankari Kurtas Are the Perfect Workwear #houseofchikankari,2026-05-19 09:13:39,True,"YouTube Watched Why Chikankari Kurtas Are the Perfect Workwear #houseofchikankari Watched at 09:13 Watched at 09:07 19 May 2026, 09:13:39 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
Why Chikankari Kurtas Are the Perfect Workwear #houseofchikankari,2026-05-19 09:13:39,False,"Watched Why Chikankari Kurtas Are the Perfect Workwear #houseofchikankari Watched at 09:13 Watched at 09:07 19 May 2026, 09:13:39 IST",9,Tuesday,2026-05-19,Morning,Others
तुम उठो सिया श्रृंगार करो (Ram Bhajan) Saloni Thakkar | Poonam Thakkar,2026-05-19 09:01:44,False,"YouTube Watched तुम उठो सिया श्रृंगार करो (Ram Bhajan) Saloni Thakkar | Poonam Thakkar Saloni Thakkar 19 May 2026, 09:01:44 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Beauty
तुम उठो सिया श्रृंगार करो (Ram Bhajan) Saloni Thakkar | Poonam Thakkar,2026-05-19 09:01:44,False,"Watched तुम उठो सिया श्रृंगार करो (Ram Bhajan) Saloni Thakkar | Poonam Thakkar Saloni Thakkar 19 May 2026, 09:01:44 IST",9,Tuesday,2026-05-19,Morning,Beauty
Mere Banke Bihari Laal Tum Itna Na Kario Shringar Nazar Lag Jayegi - Madhavas Rock Band Best Bhajan,2026-05-19 09:01:16,False,"YouTube Watched Mere Banke Bihari Laal Tum Itna Na Kario Shringar Nazar Lag Jayegi - Madhavas Rock Band Best Bhajan Madhavas Rock Band 19 May 2026, 09:01:16 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
Mere Banke Bihari Laal Tum Itna Na Kario Shringar Nazar Lag Jayegi - Madhavas Rock Band Best Bhajan,2026-05-19 09:01:16,False,"Watched Mere Banke Bihari Laal Tum Itna Na Kario Shringar Nazar Lag Jayegi - Madhavas Rock Band Best Bhajan Madhavas Rock Band 19 May 2026, 09:01:16 IST",9,Tuesday,2026-05-19,Morning,Others
Wedding Night 221025,2026-05-19 09:01:09,True,"YouTube Watched Wedding Night 221025 Watched at 09:01 19 May 2026, 09:01:09 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",9,Tuesday,2026-05-19,Morning,Others
Wedding Night 221025,2026-05-19 09:01:09,False,"Watched Wedding Night 221025 Watched at 09:01 19 May 2026, 09:01:09 IST",9,Tuesday,2026-05-19,Morning,Others
Radha Gori Gori (Lyrical Video) | Indresh Upadhyay | B Praak | Kripa Records,2026-05-19 08:55:07,False,"YouTube Watched Radha Gori Gori (Lyrical Video) | Indresh Upadhyay | B Praak | Kripa Records Kripa Record 19 May 2026, 08:55:07 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",8,Tuesday,2026-05-19,Morning,Others
Radha Gori Gori (Lyrical Video) | Indresh Upadhyay | B Praak | Kripa Records,2026-05-19 08:55:07,False,"Watched Radha Gori Gori (Lyrical Video) | Indresh Upadhyay | B Praak | Kripa Records Kripa Record 19 May 2026, 08:55:07 IST",8,Tuesday,2026-05-19,Morning,Others
Nykaa,2026-05-19 08:54:50,True,"YouTube Watched Nykaa Watched at 08:54 19 May 2026, 08:54:50 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",8,Tuesday,2026-05-19,Morning,Others
Nykaa,2026-05-19 08:54:50,False,"Watched Nykaa Watched at 08:54 19 May 2026, 08:54:50 IST",8,Tuesday,2026-05-19,Morning,Others
OAI Task2 IND HIN Food 16x9 18s,2026-05-19 08:54:18,True,"YouTube Watched OAI Task2 IND HIN Food 16x9 18s 19 May 2026, 08:54:18 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history. You can control these settings here .",8,Tuesday,2026-05-19,Morning,Education
OAI Task2 IND HIN Food 16x9 18s,2026-05-19 08:54:18,False,"Watched OAI Task2 IND HIN Food 16x9 18s 19 May 2026, 08:54:18 IST",8,Tuesday,2026-05-19,Morning,Education
Fetching data using Web Scraping | Day 18 | 100 Days of Machine Learning,2026-05-18 22:39:46,False,"YouTube Watched Fetching data using Web Scraping | Day 18 | 100 Days of Machine Learning CampusX 18 May 2026, 22:39:46 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",22,Monday,2026-05-18,Night,Education
Fetching data using Web Scraping | Day 18 | 100 Days of Machine Learning,2026-05-18 22:39:46,False,"Watched Fetching data using Web Scraping | Day 18 | 100 Days of Machine Learning CampusX 18 May 2026, 22:39:46 IST",22,Monday,2026-05-18,Night,Education
Triptii Dimri in our Soha Chikankari Set #houseofchikankari #shorts #trending,2026-05-18 22:37:51,True,"YouTube Watched Triptii Dimri in our Soha Chikankari Set #houseofchikankari #shorts #trending Watched at 22:37 18 May 2026, 22:37:51 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",22,Monday,2026-05-18,Night,Others
Triptii Dimri in our Soha Chikankari Set #houseofchikankari #shorts #trending,2026-05-18 22:37:51,False,"Watched Triptii Dimri in our Soha Chikankari Set #houseofchikankari #shorts #trending Watched at 22:37 18 May 2026, 22:37:51 IST",22,Monday,2026-05-18,Night,Others
Fetching Data From an API | Day 17 | 100 Days of Machine Learning,2026-05-18 21:48:54,False,"YouTube Watched Fetching Data From an API | Day 17 | 100 Days of Machine Learning CampusX 18 May 2026, 21:48:54 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",21,Monday,2026-05-18,Night,Education
Fetching Data From an API | Day 17 | 100 Days of Machine Learning,2026-05-18 21:48:54,False,"Watched Fetching Data From an API | Day 17 | 100 Days of Machine Learning CampusX 18 May 2026, 21:48:54 IST",21,Monday,2026-05-18,Night,Education
Plum X Mumbai Indians : TrueSPF with a strong defence - Plum's 2% Niacinamide & Rice Water Sunscreen,2026-05-18 21:48:49,True,"YouTube Watched Plum X Mumbai Indians : TrueSPF with a strong defence - Plum's 2% Niacinamide & Rice Water Sunscreen Watched at 15:48 18 May 2026, 21:48:49 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",21,Monday,2026-05-18,Night,Education
Plum X Mumbai Indians : TrueSPF with a strong defence - Plum's 2% Niacinamide & Rice Water Sunscreen,2026-05-18 21:48:49,False,"Watched Plum X Mumbai Indians : TrueSPF with a strong defence - Plum's 2% Niacinamide & Rice Water Sunscreen Watched at 15:48 18 May 2026, 21:48:49 IST",21,Monday,2026-05-18,Night,Education
Handpicked Tees for Every Vibe,2026-05-18 21:44:03,True,"YouTube Watched Handpicked Tees for Every Vibe 18 May 2026, 21:44:03 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history. You can control these settings here .",21,Monday,2026-05-18,Night,Others
Handpicked Tees for Every Vibe,2026-05-18 21:44:03,False,"Watched Handpicked Tees for Every Vibe 18 May 2026, 21:44:03 IST",21,Monday,2026-05-18,Night,Others
My Epic First Match #TheKhaasSeat | Kid,2026-05-18 21:43:58,True,"YouTube Watched My Epic First Match #TheKhaasSeat | Kid Watched at 21:43 18 May 2026, 21:43:58 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",21,Monday,2026-05-18,Night,Others
My Epic First Match #TheKhaasSeat | Kid,2026-05-18 21:43:58,False,"Watched My Epic First Match #TheKhaasSeat | Kid Watched at 21:43 18 May 2026, 21:43:58 IST",21,Monday,2026-05-18,Night,Others
OAI ICC ImageGen UseCase4 1x1 HINDI,2026-05-18 21:43:54,True,"YouTube Watched OAI ICC ImageGen UseCase4 1x1 HINDI 18 May 2026, 21:43:54 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history. You can control these settings here .",21,Monday,2026-05-18,Night,Education
OAI ICC ImageGen UseCase4 1x1 HINDI,2026-05-18 21:43:54,False,"Watched OAI ICC ImageGen UseCase4 1x1 HINDI 18 May 2026, 21:43:54 IST",21,Monday,2026-05-18,Night,Education
Working with CSV files | Day 15 | 100 Days of Machine Learning,2026-05-18 21:28:44,False,"YouTube Watched Working with CSV files | Day 15 | 100 Days of Machine Learning CampusX 18 May 2026, 21:28:44 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",21,Monday,2026-05-18,Night,Education
Working with CSV files | Day 15 | 100 Days of Machine Learning,2026-05-18 21:28:44,False,"Watched Working with CSV files | Day 15 | 100 Days of Machine Learning CampusX 18 May 2026, 21:28:44 IST",21,Monday,2026-05-18,Night,Education
Myntra - It's You 2.0,2026-05-18 21:28:36,True,"YouTube Watched Myntra - It's You 2.0 Watched at 21:28 18 May 2026, 21:28:36 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",21,Monday,2026-05-18,Night,Others
Myntra - It's You 2.0,2026-05-18 21:28:36,False,"Watched Myntra - It's You 2.0 Watched at 21:28 18 May 2026, 21:28:36 IST",21,Monday,2026-05-18,Night,Others
OAI Task2 IND HIN Food 16x9 18s,2026-05-18 21:28:32,True,"YouTube Watched OAI Task2 IND HIN Food 16x9 18s Watched at 21:28 18 May 2026, 21:28:32 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",21,Monday,2026-05-18,Night,Education
OAI Task2 IND HIN Food 16x9 18s,2026-05-18 21:28:32,False,"Watched OAI Task2 IND HIN Food 16x9 18s Watched at 21:28 18 May 2026, 21:28:32 IST",21,Monday,2026-05-18,Night,Education
OAI Task2 IND EN Food 16x9 18s,2026-05-18 21:28:29,True,"YouTube Watched OAI Task2 IND EN Food 16x9 18s 18 May 2026, 21:28:29 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history. You can control these settings here .",21,Monday,2026-05-18,Night,Education
OAI Task2 IND EN Food 16x9 18s,2026-05-18 21:28:29,False,"Watched OAI Task2 IND EN Food 16x9 18s 18 May 2026, 21:28:29 IST",21,Monday,2026-05-18,Night,Education
Working with JSON/SQL | Day 16 | 100 Days of Machine Learning,2026-05-18 15:48:14,False,"YouTube Watched Working with JSON/SQL | Day 16 | 100 Days of Machine Learning CampusX 18 May 2026, 15:48:14 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",15,Monday,2026-05-18,Afternoon,Education
Working with JSON/SQL | Day 16 | 100 Days of Machine Learning,2026-05-18 15:48:14,False,"Watched Working with JSON/SQL | Day 16 | 100 Days of Machine Learning CampusX 18 May 2026, 15:48:14 IST",15,Monday,2026-05-18,Afternoon,Education
LUX FLAW-LESS GLOW HINDI 6 SEC,2026-05-18 15:48:07,True,"YouTube Watched LUX FLAW-LESS GLOW HINDI 6 SEC Watched at 15:48 18 May 2026, 15:48:07 IST Products: YouTube Details: From Google Ads Why is this here? This activity was saved to your Google Account because the following settings were on: Web & App Activity, YouTube watch history, YouTube search history. You can control these settings here .",15,Monday,2026-05-18,Afternoon,Beauty
LUX FLAW-LESS GLOW HINDI 6 SEC,2026-05-18 15:48:07,False,"Watched LUX FLAW-LESS GLOW HINDI 6 SEC Watched at 15:48 18 May 2026, 15:48:07 IST",15,Monday,2026-05-18,Afternoon,Beauty
What is an API? | Introduction to APIs | FAST API for Machine Learning | CampusX,2026-05-17 12:11:27,False,"YouTube Watched What is an API? | Introduction to APIs | FAST API for Machine Learning | CampusX CampusX 17 May 2026, 12:11:27 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",12,Sunday,2026-05-17,Afternoon,Education
What is an API? | Introduction to APIs | FAST API for Machine Learning | CampusX,2026-05-17 12:11:27,False,"Watched What is an API? | Introduction to APIs | FAST API for Machine Learning | CampusX CampusX 17 May 2026, 12:11:27 IST",12,Sunday,2026-05-17,Afternoon,Education
HTTP Methods in FastAPI | Video 3 | CampusX,2026-05-17 12:11:21,False,"YouTube Watched HTTP Methods in FastAPI | Video 3 | CampusX CampusX 17 May 2026, 12:11:21 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",12,Sunday,2026-05-17,Afternoon,Education
HTTP Methods in FastAPI | Video 3 | CampusX,2026-05-17 12:11:21,False,"Watched HTTP Methods in FastAPI | Video 3 | CampusX CampusX 17 May 2026, 12:11:21 IST",12,Sunday,2026-05-17,Afternoon,Education
What is an API ? Simply Explained,2026-05-17 12:05:05,False,"YouTube Watched What is an API ? Simply Explained Apna College 17 May 2026, 12:05:05 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",12,Sunday,2026-05-17,Afternoon,Education
What is an API ? Simply Explained,2026-05-17 12:05:05,False,"Watched What is an API ? Simply Explained Apna College 17 May 2026, 12:05:05 IST",12,Sunday,2026-05-17,Afternoon,Education
HYBRID-AI-POWERED-SEMANTIC-ANOMALY-DETECTOR for Code with Gemini Hackathon 2026,2026-05-16 11:40:28,False,"YouTube Watched HYBRID-AI-POWERED-SEMANTIC-ANOMALY-DETECTOR for Code with Gemini Hackathon 2026 billu 16 May 2026, 11:40:28 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",11,Saturday,2026-05-16,Morning,Education
HYBRID-AI-POWERED-SEMANTIC-ANOMALY-DETECTOR for Code with Gemini Hackathon 2026,2026-05-16 11:40:28,False,"Watched HYBRID-AI-POWERED-SEMANTIC-ANOMALY-DETECTOR for Code with Gemini Hackathon 2026 billu 16 May 2026, 11:40:28 IST",11,Saturday,2026-05-16,Morning,Education
Movie Recommender System Project | Content Based Recommender System with Heroku Deployment,2026-05-15 23:24:23,False,"YouTube Watched Movie Recommender System Project | Content Based Recommender System with Heroku Deployment CampusX 15 May 2026, 23:24:23 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",23,Friday,2026-05-15,Night,Entertainment
Movie Recommender System Project | Content Based Recommender System with Heroku Deployment,2026-05-15 23:24:23,False,"Watched Movie Recommender System Project | Content Based Recommender System with Heroku Deployment CampusX 15 May 2026, 23:24:23 IST",23,Friday,2026-05-15,Night,Entertainment
Coding K Nearest Neighbors from Scratch | Batch 7 | 10 Feb 2021,2026-05-15 23:22:34,False,"YouTube Watched Coding K Nearest Neighbors from Scratch | Batch 7 | 10 Feb 2021 CampusX 15 May 2026, 23:22:34 IST Products: YouTube Why is this here? This activity was saved to your Google Account because the following settings were on: YouTube watch history. You can control these settings here .",23,Friday,2026-05-15,Night,Others
Coding K Nearest Neighbors from Scratch | Batch 7 | 10 Feb 2021,2026-05-15 23:22:34,False,"Watched Coding K Nearest Neighbors from Scratch | Batch 7 | 10 Feb 2021 CampusX 15 May 2026, 23:22:34 IST",23,Friday,2026-05-15,Night,Others
